,Periodo,1.DÃ³lar observado,anio,mes,dia
4528,1995-01-01 00:00:00,,1995,01,01
4529,1995-01-02 00:00:00,402.92,1995,01,02
4530,1995-01-03 00:00:00,401.69,1995,01,03
4531,1995-01-04 00:00:00,403.81,1995,01,04
4532,1995-01-05 00:00:00,403.27,1995,01,05
4533,1995-01-06 00:00:00,404.4,1995,01,06
4534,1995-01-07 00:00:00,,1995,01,07
4535,1995-01-08 00:00:00,,1995,01,08
4536,1995-01-09 00:00:00,406.03,1995,01,09
4537,1995-01-10 00:00:00,405.0,1995,01,10
4538,1995-01-11 00:00:00,404.73,1995,01,11
4539,1995-01-12 00:00:00,407.48,1995,01,12
4540,1995-01-13 00:00:00,405.62,1995,01,13
4541,1995-01-14 00:00:00,,1995,01,14
4542,1995-01-15 00:00:00,,1995,01,15
4543,1995-01-16 00:00:00,404.5,1995,01,16
4544,1995-01-17 00:00:00,404.95,1995,01,17
4545,1995-01-18 00:00:00,405.06,1995,01,18
4546,1995-01-19 00:00:00,405.65,1995,01,19
4547,1995-01-20 00:00:00,406.15,1995,01,20
4548,1995-01-21 00:00:00,,1995,01,21
4549,1995-01-22 00:00:00,,1995,01,22
4550,1995-01-23 00:00:00,407.78,1995,01,23
4551,1995-01-24 00:00:00,408.91,1995,01,24
4552,1995-01-25 00:00:00,407.43,1995,01,25
4553,1995-01-26 00:00:00,406.65,1995,01,26
4554,1995-01-27 00:00:00,407.03,1995,01,27
4555,1995-01-28 00:00:00,,1995,01,28
4556,1995-01-29 00:00:00,,1995,01,29
4557,1995-01-30 00:00:00,408.19,1995,01,30
4558,1995-01-31 00:00:00,409.87,1995,01,31
4559,1995-02-01 00:00:00,410.79,1995,02,01
4560,1995-02-02 00:00:00,407.47,1995,02,02
4561,1995-02-03 00:00:00,409.06,1995,02,03
4562,1995-02-04 00:00:00,,1995,02,04
4563,1995-02-05 00:00:00,,1995,02,05
4564,1995-02-06 00:00:00,409.41,1995,02,06
4565,1995-02-07 00:00:00,410.19,1995,02,07
4566,1995-02-08 00:00:00,410.47,1995,02,08
4567,1995-02-09 00:00:00,409.48,1995,02,09
4568,1995-02-10 00:00:00,409.56,1995,02,10
4569,1995-02-11 00:00:00,,1995,02,11
4570,1995-02-12 00:00:00,,1995,02,12
4571,1995-02-13 00:00:00,411.5,1995,02,13
4572,1995-02-14 00:00:00,411.43,1995,02,14
4573,1995-02-15 00:00:00,412.24,1995,02,15
4574,1995-02-16 00:00:00,413.31,1995,02,16
4575,1995-02-17 00:00:00,416.77,1995,02,17
4576,1995-02-18 00:00:00,,1995,02,18
4577,1995-02-19 00:00:00,,1995,02,19
4578,1995-02-20 00:00:00,418.45,1995,02,20
4579,1995-02-21 00:00:00,418.98,1995,02,21
4580,1995-02-22 00:00:00,416.17,1995,02,22
4581,1995-02-23 00:00:00,414.08,1995,02,23
4582,1995-02-24 00:00:00,411.29,1995,02,24
4583,1995-02-25 00:00:00,,1995,02,25
4584,1995-02-26 00:00:00,,1995,02,26
4585,1995-02-27 00:00:00,411.41,1995,02,27
4586,1995-02-28 00:00:00,410.73,1995,02,28
4587,1995-03-01 00:00:00,410.49,1995,03,01
4588,1995-03-02 00:00:00,409.91,1995,03,02
4589,1995-03-03 00:00:00,411.94,1995,03,03
4590,1995-03-04 00:00:00,,1995,03,04
4591,1995-03-05 00:00:00,,1995,03,05
4592,1995-03-06 00:00:00,416.75,1995,03,06
4593,1995-03-07 00:00:00,414.35,1995,03,07
4594,1995-03-08 00:00:00,416.19,1995,03,08
4595,1995-03-09 00:00:00,415.84,1995,03,09
4596,1995-03-10 00:00:00,415.41,1995,03,10
4597,1995-03-11 00:00:00,,1995,03,11
4598,1995-03-12 00:00:00,,1995,03,12
4599,1995-03-13 00:00:00,411.89,1995,03,13
4600,1995-03-14 00:00:00,408.89,1995,03,14
4601,1995-03-15 00:00:00,407.85,1995,03,15
4602,1995-03-16 00:00:00,410.98,1995,03,16
4603,1995-03-17 00:00:00,410.78,1995,03,17
4604,1995-03-18 00:00:00,,1995,03,18
4605,1995-03-19 00:00:00,,1995,03,19
4606,1995-03-20 00:00:00,409.24,1995,03,20
4607,1995-03-21 00:00:00,409.11,1995,03,21
4608,1995-03-22 00:00:00,408.04,1995,03,22
4609,1995-03-23 00:00:00,407.65,1995,03,23
4610,1995-03-24 00:00:00,408.16,1995,03,24
4611,1995-03-25 00:00:00,,1995,03,25
4612,1995-03-26 00:00:00,,1995,03,26
4613,1995-03-27 00:00:00,409.17,1995,03,27
4614,1995-03-28 00:00:00,408.2,1995,03,28
4615,1995-03-29 00:00:00,407.76,1995,03,29
4616,1995-03-30 00:00:00,406.7,1995,03,30
4617,1995-03-31 00:00:00,405.22,1995,03,31
4618,1995-04-01 00:00:00,,1995,04,01
4619,1995-04-02 00:00:00,,1995,04,02
4620,1995-04-03 00:00:00,404.01,1995,04,03
4621,1995-04-04 00:00:00,400.97,1995,04,04
4622,1995-04-05 00:00:00,399.89,1995,04,05
4623,1995-04-06 00:00:00,397.11,1995,04,06
4624,1995-04-07 00:00:00,395.67,1995,04,07
4625,1995-04-08 00:00:00,,1995,04,08
4626,1995-04-09 00:00:00,,1995,04,09
4627,1995-04-10 00:00:00,394.26,1995,04,10
4628,1995-04-11 00:00:00,393.92,1995,04,11
4629,1995-04-12 00:00:00,395.67,1995,04,12
4630,1995-04-13 00:00:00,395.0,1995,04,13
4631,1995-04-14 00:00:00,,1995,04,14
4632,1995-04-15 00:00:00,,1995,04,15
4633,1995-04-16 00:00:00,,1995,04,16
4634,1995-04-17 00:00:00,394.72,1995,04,17
4635,1995-04-18 00:00:00,395.44,1995,04,18
4636,1995-04-19 00:00:00,395.13,1995,04,19
4637,1995-04-20 00:00:00,391.16,1995,04,20
4638,1995-04-21 00:00:00,391.1,1995,04,21
4639,1995-04-22 00:00:00,,1995,04,22
4640,1995-04-23 00:00:00,,1995,04,23
4641,1995-04-24 00:00:00,391.83,1995,04,24
4642,1995-04-25 00:00:00,390.3,1995,04,25
4643,1995-04-26 00:00:00,388.81,1995,04,26
4644,1995-04-27 00:00:00,389.05,1995,04,27
4645,1995-04-28 00:00:00,388.2,1995,04,28
4646,1995-04-29 00:00:00,,1995,04,29
4647,1995-04-30 00:00:00,,1995,04,30
4648,1995-05-01 00:00:00,,1995,05,01
4649,1995-05-02 00:00:00,387.82,1995,05,02
4650,1995-05-03 00:00:00,387.98,1995,05,03
4651,1995-05-04 00:00:00,386.45,1995,05,04
4652,1995-05-05 00:00:00,381.97,1995,05,05
4653,1995-05-06 00:00:00,,1995,05,06
4654,1995-05-07 00:00:00,,1995,05,07
4655,1995-05-08 00:00:00,377.06,1995,05,08
4656,1995-05-09 00:00:00,373.3,1995,05,09
4657,1995-05-10 00:00:00,369.22,1995,05,10
4658,1995-05-11 00:00:00,374.02,1995,05,11
4659,1995-05-12 00:00:00,374.96,1995,05,12
4660,1995-05-13 00:00:00,,1995,05,13
4661,1995-05-14 00:00:00,,1995,05,14
4662,1995-05-15 00:00:00,378.12,1995,05,15
4663,1995-05-16 00:00:00,373.01,1995,05,16
4664,1995-05-17 00:00:00,373.34,1995,05,17
4665,1995-05-18 00:00:00,374.13,1995,05,18
4666,1995-05-19 00:00:00,377.61,1995,05,19
4667,1995-05-20 00:00:00,,1995,05,20
4668,1995-05-21 00:00:00,,1995,05,21
4669,1995-05-22 00:00:00,375.16,1995,05,22
4670,1995-05-23 00:00:00,376.54,1995,05,23
4671,1995-05-24 00:00:00,374.79,1995,05,24
4672,1995-05-25 00:00:00,376.65,1995,05,25
4673,1995-05-26 00:00:00,375.73,1995,05,26
4674,1995-05-27 00:00:00,,1995,05,27
4675,1995-05-28 00:00:00,,1995,05,28
4676,1995-05-29 00:00:00,375.82,1995,05,29
4677,1995-05-30 00:00:00,377.75,1995,05,30
4678,1995-05-31 00:00:00,376.34,1995,05,31
4679,1995-06-01 00:00:00,377.63,1995,06,01
4680,1995-06-02 00:00:00,377.15,1995,06,02
4681,1995-06-03 00:00:00,,1995,06,03
4682,1995-06-04 00:00:00,,1995,06,04
4683,1995-06-05 00:00:00,374.46,1995,06,05
4684,1995-06-06 00:00:00,373.49,1995,06,06
4685,1995-06-07 00:00:00,372.96,1995,06,07
4686,1995-06-08 00:00:00,373.74,1995,06,08
4687,1995-06-09 00:00:00,372.75,1995,06,09
4688,1995-06-10 00:00:00,,1995,06,10
4689,1995-06-11 00:00:00,,1995,06,11
4690,1995-06-12 00:00:00,369.74,1995,06,12
4691,1995-06-13 00:00:00,368.75,1995,06,13
4692,1995-06-14 00:00:00,369.17,1995,06,14
4693,1995-06-15 00:00:00,,1995,06,15
4694,1995-06-16 00:00:00,371.04,1995,06,16
4695,1995-06-17 00:00:00,,1995,06,17
4696,1995-06-18 00:00:00,,1995,06,18
4697,1995-06-19 00:00:00,376.07,1995,06,19
4698,1995-06-20 00:00:00,376.49,1995,06,20
4699,1995-06-21 00:00:00,374.56,1995,06,21
4700,1995-06-22 00:00:00,372.85,1995,06,22
4701,1995-06-23 00:00:00,373.27,1995,06,23
4702,1995-06-24 00:00:00,,1995,06,24
4703,1995-06-25 00:00:00,,1995,06,25
4704,1995-06-26 00:00:00,372.58,1995,06,26
4705,1995-06-27 00:00:00,374.42,1995,06,27
4706,1995-06-28 00:00:00,376.16,1995,06,28
4707,1995-06-29 00:00:00,,1995,06,29
4708,1995-06-30 00:00:00,374.48,1995,06,30
4709,1995-07-01 00:00:00,,1995,07,01
4710,1995-07-02 00:00:00,,1995,07,02
4711,1995-07-03 00:00:00,373.95,1995,07,03
4712,1995-07-04 00:00:00,373.42,1995,07,04
4713,1995-07-05 00:00:00,376.64,1995,07,05
4714,1995-07-06 00:00:00,378.55,1995,07,06
4715,1995-07-07 00:00:00,376.14,1995,07,07
4716,1995-07-08 00:00:00,,1995,07,08
4717,1995-07-09 00:00:00,,1995,07,09
4718,1995-07-10 00:00:00,376.51,1995,07,10
4719,1995-07-11 00:00:00,376.72,1995,07,11
4720,1995-07-12 00:00:00,375.97,1995,07,12
4721,1995-07-13 00:00:00,375.68,1995,07,13
4722,1995-07-14 00:00:00,375.47,1995,07,14
4723,1995-07-15 00:00:00,,1995,07,15
4724,1995-07-16 00:00:00,,1995,07,16
4725,1995-07-17 00:00:00,375.7,1995,07,17
4726,1995-07-18 00:00:00,377.72,1995,07,18
4727,1995-07-19 00:00:00,377.99,1995,07,19
4728,1995-07-20 00:00:00,377.43,1995,07,20
4729,1995-07-21 00:00:00,377.35,1995,07,21
4730,1995-07-22 00:00:00,,1995,07,22
4731,1995-07-23 00:00:00,,1995,07,23
4732,1995-07-24 00:00:00,378.89,1995,07,24
4733,1995-07-25 00:00:00,381.85,1995,07,25
4734,1995-07-26 00:00:00,382.4,1995,07,26
4735,1995-07-27 00:00:00,383.21,1995,07,27
4736,1995-07-28 00:00:00,383.91,1995,07,28
4737,1995-07-29 00:00:00,,1995,07,29
4738,1995-07-30 00:00:00,,1995,07,30
4739,1995-07-31 00:00:00,383.93,1995,07,31
4740,1995-08-01 00:00:00,381.04,1995,08,01
4741,1995-08-02 00:00:00,380.45,1995,08,02
4742,1995-08-03 00:00:00,380.61,1995,08,03
4743,1995-08-04 00:00:00,379.83,1995,08,04
4744,1995-08-05 00:00:00,,1995,08,05
4745,1995-08-06 00:00:00,,1995,08,06
4746,1995-08-07 00:00:00,381.52,1995,08,07
4747,1995-08-08 00:00:00,384.22,1995,08,08
4748,1995-08-09 00:00:00,383.17,1995,08,09
4749,1995-08-10 00:00:00,383.02,1995,08,10
4750,1995-08-11 00:00:00,383.69,1995,08,11
4751,1995-08-12 00:00:00,,1995,08,12
4752,1995-08-13 00:00:00,,1995,08,13
4753,1995-08-14 00:00:00,385.4,1995,08,14
4754,1995-08-15 00:00:00,,1995,08,15
4755,1995-08-16 00:00:00,386.16,1995,08,16
4756,1995-08-17 00:00:00,393.47,1995,08,17
4757,1995-08-18 00:00:00,393.96,1995,08,18
4758,1995-08-19 00:00:00,,1995,08,19
4759,1995-08-20 00:00:00,,1995,08,20
4760,1995-08-21 00:00:00,391.66,1995,08,21
4761,1995-08-22 00:00:00,390.22,1995,08,22
4762,1995-08-23 00:00:00,389.49,1995,08,23
4763,1995-08-24 00:00:00,389.88,1995,08,24
4764,1995-08-25 00:00:00,389.66,1995,08,25
4765,1995-08-26 00:00:00,,1995,08,26
4766,1995-08-27 00:00:00,,1995,08,27
4767,1995-08-28 00:00:00,391.53,1995,08,28
4768,1995-08-29 00:00:00,391.37,1995,08,29
4769,1995-08-30 00:00:00,394.15,1995,08,30
4770,1995-08-31 00:00:00,395.53,1995,08,31
4771,1995-09-01 00:00:00,393.53,1995,09,01
4772,1995-09-02 00:00:00,,1995,09,02
4773,1995-09-03 00:00:00,,1995,09,03
4774,1995-09-04 00:00:00,393.46,1995,09,04
4775,1995-09-05 00:00:00,392.06,1995,09,05
4776,1995-09-06 00:00:00,391.73,1995,09,06
4777,1995-09-07 00:00:00,393.63,1995,09,07
4778,1995-09-08 00:00:00,393.08,1995,09,08
4779,1995-09-09 00:00:00,,1995,09,09
4780,1995-09-10 00:00:00,,1995,09,10
4781,1995-09-11 00:00:00,,1995,09,11
4782,1995-09-12 00:00:00,393.96,1995,09,12
4783,1995-09-13 00:00:00,393.99,1995,09,13
4784,1995-09-14 00:00:00,396.37,1995,09,14
4785,1995-09-15 00:00:00,395.56,1995,09,15
4786,1995-09-16 00:00:00,,1995,09,16
4787,1995-09-17 00:00:00,,1995,09,17
4788,1995-09-18 00:00:00,,1995,09,18
4789,1995-09-19 00:00:00,,1995,09,19
4790,1995-09-20 00:00:00,396.21,1995,09,20
4791,1995-09-21 00:00:00,394.87,1995,09,21
4792,1995-09-22 00:00:00,392.14,1995,09,22
4793,1995-09-23 00:00:00,,1995,09,23
4794,1995-09-24 00:00:00,,1995,09,24
4795,1995-09-25 00:00:00,392.19,1995,09,25
4796,1995-09-26 00:00:00,395.99,1995,09,26
4797,1995-09-27 00:00:00,398.74,1995,09,27
4798,1995-09-28 00:00:00,397.88,1995,09,28
4799,1995-09-29 00:00:00,396.74,1995,09,29
4800,1995-09-30 00:00:00,,1995,09,30
4801,1995-10-01 00:00:00,,1995,10,01
4802,1995-10-02 00:00:00,399.26,1995,10,02
4803,1995-10-03 00:00:00,403.45,1995,10,03
4804,1995-10-04 00:00:00,409.05,1995,10,04
4805,1995-10-05 00:00:00,403.63,1995,10,05
4806,1995-10-06 00:00:00,402.31,1995,10,06
4807,1995-10-07 00:00:00,,1995,10,07
4808,1995-10-08 00:00:00,,1995,10,08
4809,1995-10-09 00:00:00,401.54,1995,10,09
4810,1995-10-10 00:00:00,402.76,1995,10,10
4811,1995-10-11 00:00:00,403.89,1995,10,11
4812,1995-10-12 00:00:00,,1995,10,12
4813,1995-10-13 00:00:00,403.4,1995,10,13
4814,1995-10-14 00:00:00,,1995,10,14
4815,1995-10-15 00:00:00,,1995,10,15
4816,1995-10-16 00:00:00,403.83,1995,10,16
4817,1995-10-17 00:00:00,403.11,1995,10,17
4818,1995-10-18 00:00:00,403.96,1995,10,18
4819,1995-10-19 00:00:00,405.65,1995,10,19
4820,1995-10-20 00:00:00,408.28,1995,10,20
4821,1995-10-21 00:00:00,,1995,10,21
4822,1995-10-22 00:00:00,,1995,10,22
4823,1995-10-23 00:00:00,410.19,1995,10,23
4824,1995-10-24 00:00:00,409.58,1995,10,24
4825,1995-10-25 00:00:00,406.81,1995,10,25
4826,1995-10-26 00:00:00,410.94,1995,10,26
4827,1995-10-27 00:00:00,415.04,1995,10,27
4828,1995-10-28 00:00:00,,1995,10,28
4829,1995-10-29 00:00:00,,1995,10,29
4830,1995-10-30 00:00:00,416.2,1995,10,30
4831,1995-10-31 00:00:00,416.08,1995,10,31
4832,1995-11-01 00:00:00,,1995,11,01
4833,1995-11-02 00:00:00,415.07,1995,11,02
4834,1995-11-03 00:00:00,416.31,1995,11,03
4835,1995-11-04 00:00:00,,1995,11,04
4836,1995-11-05 00:00:00,,1995,11,05
4837,1995-11-06 00:00:00,418.03,1995,11,06
4838,1995-11-07 00:00:00,416.2,1995,11,07
4839,1995-11-08 00:00:00,413.93,1995,11,08
4840,1995-11-09 00:00:00,412.66,1995,11,09
4841,1995-11-10 00:00:00,412.13,1995,11,10
4842,1995-11-11 00:00:00,,1995,11,11
4843,1995-11-12 00:00:00,,1995,11,12
4844,1995-11-13 00:00:00,413.19,1995,11,13
4845,1995-11-14 00:00:00,408.57,1995,11,14
4846,1995-11-15 00:00:00,405.76,1995,11,15
4847,1995-11-16 00:00:00,405.33,1995,11,16
4848,1995-11-17 00:00:00,407.75,1995,11,17
4849,1995-11-18 00:00:00,,1995,11,18
4850,1995-11-19 00:00:00,,1995,11,19
4851,1995-11-20 00:00:00,410.27,1995,11,20
4852,1995-11-21 00:00:00,409.33,1995,11,21
4853,1995-11-22 00:00:00,410.65,1995,11,22
4854,1995-11-23 00:00:00,411.84,1995,11,23
4855,1995-11-24 00:00:00,415.85,1995,11,24
4856,1995-11-25 00:00:00,,1995,11,25
4857,1995-11-26 00:00:00,,1995,11,26
4858,1995-11-27 00:00:00,414.82,1995,11,27
4859,1995-11-28 00:00:00,414.23,1995,11,28
4860,1995-11-29 00:00:00,412.35,1995,11,29
4861,1995-11-30 00:00:00,414.23,1995,11,30
4862,1995-12-01 00:00:00,413.5,1995,12,01
4863,1995-12-02 00:00:00,,1995,12,02
4864,1995-12-03 00:00:00,,1995,12,03
4865,1995-12-04 00:00:00,412.43,1995,12,04
4866,1995-12-05 00:00:00,411.38,1995,12,05
4867,1995-12-06 00:00:00,409.51,1995,12,06
4868,1995-12-07 00:00:00,411.75,1995,12,07
4869,1995-12-08 00:00:00,,1995,12,08
4870,1995-12-09 00:00:00,,1995,12,09
4871,1995-12-10 00:00:00,,1995,12,10
4872,1995-12-11 00:00:00,411.48,1995,12,11
4873,1995-12-12 00:00:00,411.34,1995,12,12
4874,1995-12-13 00:00:00,410.8,1995,12,13
4875,1995-12-14 00:00:00,409.29,1995,12,14
4876,1995-12-15 00:00:00,407.54,1995,12,15
4877,1995-12-16 00:00:00,,1995,12,16
4878,1995-12-17 00:00:00,,1995,12,17
4879,1995-12-18 00:00:00,406.29,1995,12,18
4880,1995-12-19 00:00:00,406.43,1995,12,19
4881,1995-12-20 00:00:00,406.33,1995,12,20
4882,1995-12-21 00:00:00,405.92,1995,12,21
4883,1995-12-22 00:00:00,407.34,1995,12,22
4884,1995-12-23 00:00:00,,1995,12,23
4885,1995-12-24 00:00:00,,1995,12,24
4886,1995-12-25 00:00:00,,1995,12,25
4887,1995-12-26 00:00:00,407.15,1995,12,26
4888,1995-12-27 00:00:00,407.19,1995,12,27
4889,1995-12-28 00:00:00,407.9,1995,12,28
4890,1995-12-29 00:00:00,407.13,1995,12,29
4891,1995-12-30 00:00:00,,1995,12,30
4892,1995-12-31 00:00:00,,1995,12,31
